,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10,cluster
74,Cloud Engineer,Business Intelligence (BI)RESTful WebServicesMavenJSONHibernateJenkins,"['• Deployment of web application (angular,springboot) with google kubernets engine using google datastore as database ', '• Facilitating migration of kubernets from docker to k8s using services,pods and deployments', '• Performed Branching, Tagging, Release Activities on Version Control Tools: BitBucket, git']","• Deployment of web application (angular,springboot) with google kubernets engine using google datastore as database ","• Facilitating migration of kubernets from docker to k8s using services,pods and deployments","• Performed Branching, Tagging, Release Activities on Version Control Tools: BitBucket, git",unknown,unknown,unknown,unknown,unknown,unknown,unknown,3.0
75,Senior Cloud/DevOps Engineer,GitAgileJenkinsJiraDockerAWS,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3.0
76,Student Intern,Cloud ComputingEngineeringunknownunknownunknownunknown,['Skills: Engineering'],Skills: Engineering,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
77,DevOps Engineer,Network AdministrationNetwork SecurityjavaTelecommunicationsLinuxNetworking,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3.0
78,End of Studies Internship,Continuous DeliveryGitBitbucketAnsible TowerHybrid Cloud management Micro FocusEngineering,['Skills: Continuous Delivery · Git · Bitbucket · Ansible Tower · Hybrid Cloud management Micro Focus'],Skills: Continuous Delivery · Git · Bitbucket · Ansible Tower · Hybrid Cloud management Micro Focus,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
79,Cloud and Applications Support Engineer,Windows ServerLinux System AdministrationInformatica PowerCenterRed Hat LinuxGit BashGitLab,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
80,Test Automation Engineer,PHPJavaJavaScriptpytestX-rayPytest,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
81,PFE Stagaire,Linux System AdministrationGitLabPipelinesDevSecOpsSonarqubeContinuous Integration and Continuous Delivery (CI/CD),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
82,End of study project internship,Django REST FrameworkPostman APIWeb Services APIJSON Web Token (JWT)Azure KustoCloud Computing,"['Subject: Implementation of a decision-making solution for cost optimization on the cloud azure', '', 'Work Done:', '* Study of the existing, collection of needs of the workforce of the company.', '* Study of Azure Cloud APP concepts.', '* Identify the main functional and non-functional needs of my project', '* Identification of cost optimization axes on Microsoft Azure.', '* Configuration of the Azure active directory.', '* Collection of azure resources related to optimization axes.', '* Search for (mathematical) optimization formulas.', '* Visualization of inventories of resources collected on the web interface.', '* Application of optimization formulas on the web interface.', '*Added recommendations.', '* Generalization of several subscriptions.', '* Testing and improvement of the proposed solution.', '* PROD implementation of the solution at VERMEG.', '', 'TECHNOLOGY: Microsoft Azure, Azure APIs, HTML, CSS, Bootstrap, Django Framework,Python, Bash,PowerShell, Json Template, Virtual Machine.']",Subject: Implementation of a decision-making solution for cost optimization on the cloud azure,unknown,Work Done:,"* Study of the existing, collection of needs of the workforce of the company.",* Study of Azure Cloud APP concepts.,* Identify the main functional and non-functional needs of my project,* Identification of cost optimization axes on Microsoft Azure.,* Configuration of the Azure active directory.,* Collection of azure resources related to optimization axes.,* Search for (mathematical) optimization formulas.,0.0
83,DevOps Engineer,unknownunknownunknownunknownunknownunknown,"['-Create and configure Developments Kubernetes infrastructures based on MiniKube and nginx controller.', '-Create and configure Azure Kubernetes services (AKS) ', '-Automate deploying projects in Kubernetes infrastructure using pipelines ', '-Configure and manage servers ( Nginx, Php, Php-Fpm, Varnish.....) ', '-Monitor production waiters ', '-Performance testing ', '-Manage Backups of development and production servers ', '-Setup and maintaining users account and users Access on different development platform', 'Technologies used : Azure, Kubernetes, Docker, Ansible, Bamboo, Bitbucket, Grafana, JMeter, Zabbix,Microsoft activedirectory, Bash scripting']",-Create and configure Developments Kubernetes infrastructures based on MiniKube and nginx controller.,-Create and configure Azure Kubernetes services (AKS) ,-Automate deploying projects in Kubernetes infrastructure using pipelines ,"-Configure and manage servers ( Nginx, Php, Php-Fpm, Varnish.....) ",-Monitor production waiters ,-Performance testing ,-Manage Backups of development and production servers ,-Setup and maintaining users account and users Access on different development platform,"Technologies used : Azure, Kubernetes, Docker, Ansible, Bamboo, Bitbucket, Grafana, JMeter, Zabbix,Microsoft activedirectory, Bash scripting",unknown,3.0
84,Cloud operations engineer,KubernetesDockerTerraformScrumVirtualizationAnsible,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3.0
85,DevOps-AWS Engineer,Microsoft ExcelLinuxRed Hat LinuxAmazon Web ServicesPythonVisual Studio,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3.0
86,Devops engineer ,ASP.NETAzure SQLACRdockerGitlabKubernetes,"['Development and automation project', '• Development an e-learning application.', '• Containerize the application.', '• Deploy application and DB to Azure.', '• Automate CI/CD tasks with Jenkins and Azure Pipelines.', '• Automatic configuration with ansible.', '• Tech :.Net, GitLab, Docke, Azure, Ansible, and Kubernetes.']",Development and automation project,• Development an e-learning application.,• Containerize the application.,• Deploy application and DB to Azure.,• Automate CI/CD tasks with Jenkins and Azure Pipelines.,• Automatic configuration with ansible.,"• Tech :.Net, GitLab, Docke, Azure, Ansible, and Kubernetes.",unknown,unknown,unknown,3.0
87,DevOps Consultant,GrafanaPrometheus.ioDocker ProductsKubernetesJenkinsLinux,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3.0
88,Cloud Engineer,Cloud ComputingSoftware DevelopmentAstrophysicsQtSymfony FrameworkAmazon Web Services (AWS),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3.0
89,DevOps Engineer,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3.0
90,Project trainee,PHP FrameworksSymfony FrameworkJavaSystem administrationUnixDocker products,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
91,Engineer's course,Front-end developmentSoftware developmentDevelopment of web applicationsOracle DatabaseContinuous Integration and Continuous Delivery (CI/CD)Linux,['Development and deployment of a web application'],Development and deployment of a web application,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
92,Summer Internship,Node.jsMongoDBView.jsGitSymfonyPHP,['Skills : Node.js · MongoDB · View.js'],Skills : Node.js · MongoDB · View.js,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
93,Cloud computing Student,Linux ServerLinux System AdministrationIT Hardware SupportNetwork TroubleshootingTechnical supportSQL,['Skills: Linux Server · Linux System Administration · IT Hardware Support · Network Troubleshooting'],Skills: Linux Server · Linux System Administration · IT Hardware Support · Network Troubleshooting,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
94,Internship - PFE,Oracle DatabaseC++LinuxNetwork administrationWeb developmentNetwork security,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
95,ArcTic Option Manager (IT Architecture and Cloud Computing),Linuxunknownunknownunknownunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
96,Cloud engineering Intern,Cloud ComputingDevOpsSystem AdministrationNetwork AdministrationData Center InfrastructureStorage Solutions,"['Preparation of a DevOps deployment environment using Openstack,Openshift and Ansible']","Preparation of a DevOps deployment environment using Openstack,Openshift and Ansible",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
97,VMware Engineer Hybrid Cloud,MySQLUMLPHPPythonPhpMyAdminHTML5,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
98,Student Intern,Linux System AdministrationObject-Oriented Programming (OOP)DatabasesOpenStackUnified Modeling Language (UML)Java,['Digitalization in Supply Chain department distribution.'],Digitalization in Supply Chain department distribution.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
99,Full Stack Developer,GitPHPHTML5C#JavaMySQL,['Development of some features of CRM Client Relationship Management (Customer Relationship Management) software'],Development of some features of CRM Client Relationship Management (Customer Relationship Management) software,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4.0
100,Computer student,LinuxUnixJavaSQLPython (programming language)Symfony Framework,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
101,Cloud & Dev/Ops Developer ,GitlabKubernetesTerraformAmazon Web Services (AWS)ScrumCloud Computing,"['Keywords', '- Cloud : AWS, Azure', '- Kubernetes (EKS, AKS)', '- Docker.', '- Istio', '- Terraform', '- GitOps: ArgoCD, Gitlab CI, ', '- Monitoring: Loki, Grafana, Prometheus, Kibana, ElasticSearch, Fluentd, Cloudwatch', '- Storage Adminstration: Rook Ceph, FSX, Longhorn, EBS,S3', '- Database Adminstration :PostgreSql,DynamoDb', '- Scripting (Bash,Shell)', '- System Adminstration (ubunto)', '- Microservices']",Keywords,"- Cloud : AWS, Azure","- Kubernetes (EKS, AKS)",- Docker.,- Istio,- Terraform,"- GitOps: ArgoCD, Gitlab CI, ","- Monitoring: Loki, Grafana, Prometheus, Kibana, ElasticSearch, Fluentd, Cloudwatch","- Storage Adminstration: Rook Ceph, FSX, Longhorn, EBS,S3","- Database Adminstration :PostgreSql,DynamoDb",0.0
102,SysAdmin DevOps Engineer,Amazon Web Services (AWS)UnixMySQLPublic SpeakingC#Article,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3.0
103,Project trainee,UbuntuWAMPXAMPPAdobe Premiere ProVMwareOracle SQL Developer,['Development of a web application for ITSS human resources.'],Development of a web application for ITSS human resources.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
104,Cybersecurity and cloud DevSecOps engineer ,Cloud ComputingCybersecurityDevOpsElastic Stack (ELK)KibanaWindows Server,"['‐ Administration of SFM IT tools', '‐ Administrator Systems and Networks ', '- Implementation of security architectures (security software installation and manipulation)', '- Cloud manager', '- Penetration tests', '- Vulnerability analysis of web applications', '- Continuous Integration (DevOps)', ""‐ Internal audit of SFM's IS"", '‐ Implementation of the safety of the SFM IS', '‐ Participation in the development of the strategic plan for the digital development of SFM']",‐ Administration of SFM IT tools,‐ Administrator Systems and Networks ,- Implementation of security architectures (security software installation and manipulation),- Cloud manager,- Penetration tests,- Vulnerability analysis of web applications,- Continuous Integration (DevOps),‐ Internal audit of SFM's IS,‐ Implementation of the safety of the SFM IS,‐ Participation in the development of the strategic plan for the digital development of SFM,0.0
105,System Administrator,Administration of the DNSMail serverNagiosLDAP AdministrationOpenStackNetkit,['Skills : DNS administration · Mail server · Nagios · Netkit'],Skills : DNS administration · Mail server · Nagios · Netkit,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
106,DevSecOps Engineer,NexusJenkinsAzure SQLAzure Active DirectoryPowershell scriptingCloud security,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
107,Full-stack Web-Developer,HTML5PHPAngularJSJavaPostman APIcss,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4.0
108,Software Engineer,Microsoft WordSolidWorksWeb DesignDatabase DesignGraphic DesignAdobe Illustrator,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
109,Internship at the end of studies,C#Computer networksNetwork architectureCisco NetworkingRoutingKali Linux,"['Setting up a SIEM (Honeypot, Thehie,Cortex,Misp)']","Setting up a SIEM (Honeypot, Thehie,Cortex,Misp)",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
