,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
92,DevOps Engineer,unknownunknownunknownunknownunknownunknown,"['-Create and configure Developments Kubernetes infrastructures based on MiniKube and nginx controller.', '-Create and configure Azure Kubernetes services (AKS) ', '-Automate deploying projects in Kubernetes infrastructure using pipelines ', '-Configure and manage servers ( Nginx, Php, Php-Fpm, Varnish.....) ', '-Monitor production waiters ', '-Performance testing ', '-Manage Backups of development and production servers ', '-Setup and maintaining users account and users Access on different development platform', 'Technologies used : Azure, Kubernetes, Docker, Ansible, Bamboo, Bitbucket, Grafana, JMeter, Zabbix,Microsoft activedirectory, Bash scripting']",-Create and configure Developments Kubernetes infrastructures based on MiniKube and nginx controller.,-Create and configure Azure Kubernetes services (AKS) ,-Automate deploying projects in Kubernetes infrastructure using pipelines ,"-Configure and manage servers ( Nginx, Php, Php-Fpm, Varnish.....) ",-Monitor production waiters ,-Performance testing ,-Manage Backups of development and production servers ,-Setup and maintaining users account and users Access on different development platform,"Technologies used : Azure, Kubernetes, Docker, Ansible, Bamboo, Bitbucket, Grafana, JMeter, Zabbix,Microsoft activedirectory, Bash scripting",
93,Trainee,angularFramework SpringdockerUnixLinux System AdministrationKubernetes,['unknown'],unknown,,,,,,,,,
94,Cloud operations engineer,KubernetesDockerTerraformScrumVirtualizationAnsible,['unknown'],unknown,,,,,,,,,
95,DevOps-AWS Engineer,Microsoft ExcelLinuxRed Hat LinuxAmazon Web ServicesPythonVisual Studio,['unknown'],unknown,,,,,,,,,
96,Devops engineer ,ASP.NETAzure SQLACRdockerGitlabKubernetes,"['Development and automation project', '• Development an e-learning application.', '• Containerize the application.', '• Deploy application and DB to Azure.', '• Automate CI/CD tasks with Jenkins and Azure Pipelines.', '• Automatic configuration with ansible.', '• Tech :.Net, GitLab, Docke, Azure, Ansible, and Kubernetes.']",Development and automation project,• Development an e-learning application.,• Containerize the application.,• Deploy application and DB to Azure.,• Automate CI/CD tasks with Jenkins and Azure Pipelines.,• Automatic configuration with ansible.,"• Tech :.Net, GitLab, Docke, Azure, Ansible, and Kubernetes.",,,
97,DevOps Consultant,GrafanaPrometheus.ioDocker ProductsKubernetesJenkinsLinux,['unknown'],unknown,,,,,,,,,
98,unknown,OpenStackASP.NETKubernetesDocker productsAnsibleJava,['unknown'],unknown,,,,,,,,,
99,Cloud Engineer,Cloud ComputingSoftware DevelopmentAstrophysicsQtSymfony FrameworkAmazon Web Services (AWS),['unknown'],unknown,,,,,,,,,
100,DevOps Engineer,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,,,,,,,,,
101,Project trainee,PHP FrameworksSymfony FrameworkJavaSystem administrationUnixDocker products,['unknown'],unknown,,,,,,,,,
102,unknown,KubernetesGitNexusSonarqubeJenkinsAnsible,['unknown'],unknown,,,,,,,,,
103,Engineer's course,Front-end developmentSoftware developmentDevelopment of web applicationsOracle DatabaseContinuous Integration and Continuous Delivery (CI/CD)Linux,['Development and deployment of a web application'],Development and deployment of a web application,,,,,,,,,
104,Summer Internship,Node.jsMongoDBView.jsGitSymfonyPHP,['Skills : Node.js · MongoDB · View.js'],Skills : Node.js · MongoDB · View.js,,,,,,,,,
105,Cloud computing Student,Linux ServerLinux System AdministrationIT Hardware SupportNetwork TroubleshootingTechnical supportSQL,['Skills: Linux Server · Linux System Administration · IT Hardware Support · Network Troubleshooting'],Skills: Linux Server · Linux System Administration · IT Hardware Support · Network Troubleshooting,,,,,,,,,
106,Student,SQLPHPSymfonyHTMLcssJavaScript,['unknown'],unknown,,,,,,,,,
107,Internship - PFE,Oracle DatabaseC++LinuxNetwork administrationWeb developmentNetwork security,['unknown'],unknown,,,,,,,,,
108,ArcTic Option Manager (IT Architecture and Cloud Computing),Linuxunknownunknownunknownunknownunknown,['unknown'],unknown,,,,,,,,,
109,Cloud engineering Intern,Cloud ComputingDevOpsSystem AdministrationNetwork AdministrationData Center InfrastructureStorage Solutions,"['Preparation of a DevOps deployment environment using Openstack,Openshift and Ansible']","Preparation of a DevOps deployment environment using Openstack,Openshift and Ansible",,,,,,,,,
110,Trainee,PostmanSymfony FrameworkJavaCisco NetworkingC++C (programming language),['Skills : Postman · Angular Spring Boot'],Skills : Postman · Angular Spring Boot,,,,,,,,,
111,unknown,CommunicationGitHubAdobe PhotoshopAdobe IllustratorAdobe Premiere ProAfter Effects,['unknown'],unknown,,,,,,,,,
112,VMware Engineer Hybrid Cloud,MySQLUMLPHPPythonPhpMyAdminHTML5,['unknown'],unknown,,,,,,,,,
113,Trainee,JavaScriptPython (programming language)shellUnix AdministrationNetBeansOracle Database,['development of a mobile app on Android'],development of a mobile app on Android,,,,,,,,,
114,Student Intern,Linux System AdministrationObject-Oriented Programming (OOP)DatabasesOpenStackUnified Modeling Language (UML)Java,['Digitalization in Supply Chain department distribution.'],Digitalization in Supply Chain department distribution.,,,,,,,,,
115,Full Stack Developer,GitPHPHTML5C#JavaMySQL,['Development of some features of CRM Client Relationship Management (Customer Relationship Management) software'],Development of some features of CRM Client Relationship Management (Customer Relationship Management) software,,,,,,,,,
116,Computer student,LinuxUnixJavaSQLPython (programming language)Symfony Framework,['unknown'],unknown,,,,,,,,,
117,Cloud & Dev/Ops Developer ,GitlabKubernetesTerraformAmazon Web Services (AWS)ScrumCloud Computing,"['Keywords', '- Cloud : AWS, Azure', '- Kubernetes (EKS, AKS)', '- Docker.', '- Istio', '- Terraform', '- GitOps: ArgoCD, Gitlab CI, ', '- Monitoring: Loki, Grafana, Prometheus, Kibana, ElasticSearch, Fluentd, Cloudwatch', '- Storage Adminstration: Rook Ceph, FSX, Longhorn, EBS,S3', '- Database Adminstration :PostgreSql,DynamoDb', '- Scripting (Bash,Shell)', '- System Adminstration (ubunto)', '- Microservices']",Keywords,"- Cloud : AWS, Azure","- Kubernetes (EKS, AKS)",- Docker.,- Istio,- Terraform,"- GitOps: ArgoCD, Gitlab CI, ","- Monitoring: Loki, Grafana, Prometheus, Kibana, ElasticSearch, Fluentd, Cloudwatch","- Storage Adminstration: Rook Ceph, FSX, Longhorn, EBS,S3","- Database Adminstration :PostgreSql,DynamoDb"
118,SysAdmin DevOps Engineer,Amazon Web Services (AWS)UnixMySQLPublic SpeakingC#Article,['unknown'],unknown,,,,,,,,,
119,Project trainee,UbuntuWAMPXAMPPAdobe Premiere ProVMwareOracle SQL Developer,['Development of a web application for ITSS human resources.'],Development of a web application for ITSS human resources.,,,,,,,,,
120,Cybersecurity and cloud DevSecOps engineer ,Cloud ComputingCybersecurityDevOpsElastic Stack (ELK)KibanaWindows Server,"['‐ Administration of SFM IT tools', '‐ Administrator Systems and Networks ', '- Implementation of security architectures (security software installation and manipulation)', '- Cloud manager', '- Penetration tests', '- Vulnerability analysis of web applications', '- Continuous Integration (DevOps)', ""‐ Internal audit of SFM's IS"", '‐ Implementation of the safety of the SFM IS', '‐ Participation in the development of the strategic plan for the digital development of SFM']",‐ Administration of SFM IT tools,‐ Administrator Systems and Networks ,- Implementation of security architectures (security software installation and manipulation),- Cloud manager,- Penetration tests,- Vulnerability analysis of web applications,- Continuous Integration (DevOps),‐ Internal audit of SFM's IS,‐ Implementation of the safety of the SFM IS,‐ Participation in the development of the strategic plan for the digital development of SFM
121,System Administrator,Administration of the DNSMail serverNagiosLDAP AdministrationOpenStackNetkit,['Skills : DNS administration · Mail server · Nagios · Netkit'],Skills : DNS administration · Mail server · Nagios · Netkit,,,,,,,,,
122,DevSecOps Engineer,NexusJenkinsAzure SQLAzure Active DirectoryPowershell scriptingCloud security,['unknown'],unknown,,,,,,,,,
123,Full-stack Web-Developer,HTML5PHPAngularJSJavaPostman APIcss,['unknown'],unknown,,,,,,,,,
124,Software Engineer,Microsoft WordSolidWorksWeb DesignDatabase DesignGraphic DesignAdobe Illustrator,['unknown'],unknown,,,,,,,,,
125,Internship at the end of studies,C#Computer networksNetwork architectureCisco NetworkingRoutingKali Linux,"['Setting up a SIEM (Honeypot, Thehie,Cortex,Misp)']","Setting up a SIEM (Honeypot, Thehie,Cortex,Misp)",,,,,,,,,
126,Devops Engineer,React.jsBitbucketNode.jsSonarqubeJenkinsDocker products,['Skills : Docker Products · Amazon Web Services · Git · Pipelines'],Skills : Docker Products · Amazon Web Services · Git · Pipelines,,,,,,,,,
127,Trainee,ResearchCommunicationStrategyLeadershipunknownunknown,['unknown'],unknown,,,,,,,,,
128,Student,PL/SQLNetworkingCTFEnglishSymfony FrameworkCascading Style Sheets (CSS),['unknown'],unknown,,,,,,,,,
129,Student trainee,Linux System AdministrationUnified Modeling Language (UML)MySQLJavaFXPL/SQLScrum,['unknown'],unknown,,,,,,,,,
130,Cloud engineer,EnglishDevOpsMicrosoft AzureGrafanaJenkinsUnix Administration,['Skills : English · DevOps · Microsoft Azure · Grafana · Jenkins · Unix Administration'],Skills : English · DevOps · Microsoft Azure · Grafana · Jenkins · Unix Administration,,,,,,,,,
131,Intern in Web Development,DockerMySQLMavenLinux System AdministrationSpring BootSymfony Framework,['Skills : Maven · Spring Boot'],Skills : Maven · Spring Boot,,,,,,,,,
132,Student trainee,Ruby on RailsSymfony FrameworkAdobe Premiere Prounknownunknownunknown,['unknown'],unknown,,,,,,,,,
133,Trainee,JavaScriptdockerPython (programming language)VMware vCenterVirtual machinesLowCode application,['unknown'],unknown,,,,,,,,,
134,Mobile Developer internship,Google Kubernetes Engine (GKE)Amazon Web ServicesFlutterAngularSpring BootExpress.js,['Summer internship: development of a mobile app (front + back) in gark for customer service management.'],Summer internship: development of a mobile app (front + back) in gark for customer service management.,,,,,,,,,
135,Cloud Computing Student,VolunteeringOracle SQL DeveloperAdobe PhotoshopPhpMyAdminProject ManagementStrategy,['unknown'],unknown,,,,,,,,,
136,Student,Amazon Web ServicesCloud ComputingNestJSAngularSymfonyPHP,['unknown'],unknown,,,,,,,,,
137,Cloud engineer,google G suiteSymfony FrameworkGitHubHTMLBootstrapJavaScript,"['*Contributes to the updating of a private cloud provisioning, management and billing platform.', '*Operation of the various cloud infrastructures as well as maintenance and monitoring of the server machines deployed in production.']","*Contributes to the updating of a private cloud provisioning, management and billing platform.",*Operation of the various cloud infrastructures as well as maintenance and monitoring of the server machines deployed in production.,,,,,,,,
138,Internship network,PHPcssC++JavaScriptUnixEngineering,['unknown'],unknown,,,,,,,,,
139,Information Technology Instructor,Service-Oriented Architecture (SOA)System AdministrationMicrosoft AzureAutomationAnsibleInitiation Cloud,['Skills : Service-Oriented Architecture (SOA) · System Administration · Microsoft Azure · Automation · Cloud Computing'],Skills : Service-Oriented Architecture (SOA) · System Administration · Microsoft Azure · Automation · Cloud Computing,,,,,,,,,
140,Cloud Intern / DevOps,CentOSUbuntuOpenStackdockerKubernetesAzure Kubernetes Service (AKS),['unknown'],unknown,,,,,,,,,
141,Cloud Engineer & DevOps,Microsoft AzureLinuxHelmAzure Kubernetes Service (AKS)Azure DevOpsGit,"['Project:', '- Talenteo is a native SIRH Cloud solution that covers all HRD management processes: recruitment, training, careers, missions, editing and sending CVs, co-ops, monitoring and evaluation of consultants. The platform is developed with Angular side Front-End and Spring Boot side Back-End.', '', 'Objective:', '- Automation of CI/CD channels to deploy a native SIRH Cloud solution called ""Talenteo"" on a cluster Kubernetes managed by Microsoft Azure (AKS) using Azure DevOps.', '', 'Tasks completed:', '* Configure a pipeline to supply an Azure infrastructure using Terraform (AKS, Blob Storage, Azure Container Registry, Vnet and Subnets).', '* Three namespaces were set up on AKS (Dev, Int, Prod).', '* Deploy PostgreSQL in Statefulset on AKS using Helm and configure the schemas and users of the database.', '* Dockerize the Back-End side micro-services (Spring Boot) with Jib and use a dockerfile to containerize the Front-End part (Angular 9).', '* Template Kubernetes objects to deploy using Helm (Ingress, Deployments, Services, Secrets, TLS certificate).', '* Implement the automated CI/CD chain for each microservice (from GitLab --> Azure DevOps pipelines Build --> Azure DevOps pipelines Release --> AKS).', '* Ensure proper cost management on Azure (Kubecost).', '* Create Pull Requests for major changes made to existing files in GitLab rest (git).', '', 'Technical stack:', '- Ubuntu 20.04 LTS (Focal Fossa), Terraform (v0.12), Azure Cli, Kubernetes (v1.19.11), K9s, Helm (v3), Docker, Jib, Azure Portal, Azure DevOps, Azure Artifacts, maven, SonarQube, JaCoCo, Intellij IDE, VS Code, git, GitLab, AKS, Slack, Jira.']",Project:,"- Talenteo is a native SIRH Cloud solution that covers all HRD management processes: recruitment, training, careers, missions, editing and sending CVs, co-ops, monitoring and evaluation of consultants. The platform is developed with Angular side Front-End and Spring Boot side Back-End.",,Objective:,"- Automation of CI/CD channels to deploy a native SIRH Cloud solution called ""Talenteo"" on a cluster Kubernetes managed by Microsoft Azure (AKS) using Azure DevOps.",,Tasks completed:,"* Configure a pipeline to supply an Azure infrastructure using Terraform (AKS, Blob Storage, Azure Container Registry, Vnet and Subnets).","* Three namespaces were set up on AKS (Dev, Int, Prod).",* Deploy PostgreSQL in Statefulset on AKS using Helm and configure the schemas and users of the database.
