,Unnamed: 0,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10,word_tokenized1,word_tokenized2,word_tokenized3,word_tokenized4,word_tokenized5,word_tokenized6,word_tokenized7,word_tokenized8,word_tokenized9,word_tokenized10,clean_words1,clean_words2,clean_words3,clean_words4,clean_words5,clean_words6,clean_words7,clean_words8,clean_words9,clean_words10,clean_stemmed1,clean_stemmed2,clean_stemmed3,clean_stemmed4,clean_stemmed5,clean_stemmed6,clean_stemmed7,clean_stemmed8,clean_stemmed9,clean_stemmed10,clean_lemmed1,clean_lemmed2,clean_lemmed3,clean_lemmed4,clean_lemmed5,clean_lemmed6,clean_lemmed7,clean_lemmed8,clean_lemmed9,clean_lemmed10,cluster
36,36,DevOps & Kubernetes Administrator ,Cloud ComputingDevOpsMicrosoft AzureOpenStackDockerKubernetes,"['- Setting up an automated infrastructure on Google Cloud using Terraform, GitHub Actions, and Rancher Kubernetes Engine;', '- Setting up with Helm Chart an observability stack using Prometheus, Grafana, and Alert Manager to send notifications on Slack;', '- Separating metrics and logs per namespaces using Prometheus federator;', '- Deploying a web app, managing the config files of the resources deployed in the cluster using Lens;', '- Automatic the deployment of a Spring Boot/Angular/MySQL app on AKS using GitHub Pipeline actions;', '- Kubernetes cluster administration.']","- Setting up an automated infrastructure on Google Cloud using Terraform, GitHub Actions, and Rancher Kubernetes Engine;","- Setting up with Helm Chart an observability stack using Prometheus, Grafana, and Alert Manager to send notifications on Slack;",- Separating metrics and logs per namespaces using Prometheus federator;,"- Deploying a web app, managing the config files of the resources deployed in the cluster using Lens;",- Automatic the deployment of a Spring Boot/Angular/MySQL app on AKS using GitHub Pipeline actions;,- Kubernetes cluster administration.,unknown,unknown,unknown,unknown,"['Setting', 'automated', 'infrastructure', 'Google', 'Cloud', 'using', 'Terraform', 'GitHub', 'Actions', 'Rancher', 'Kubernetes', 'Engine']","['Setting', 'Helm', 'Chart', 'observability', 'stack', 'using', 'Prometheus', 'Grafana', 'Alert', 'Manager', 'send', 'notifications', 'Slack']","['Separating', 'metrics', 'logs', 'per', 'namespaces', 'using', 'Prometheus', 'federator']","['Deploying', 'web', 'app', 'managing', 'config', 'files', 'resources', 'deployed', 'cluster', 'using', 'Lens']","['Automatic', 'deployment', 'Spring', 'Boot', 'Angular', 'MySQL', 'app', 'AKS', 'using', 'GitHub', 'Pipeline', 'actions']","['Kubernetes', 'cluster', 'administration']",[],[],[],[],"['Setting', 'automated', 'infrastructure', 'Google', 'Cloud', 'using', 'Terraform', 'GitHub', 'Actions', 'Rancher', 'Kubernetes', 'Engine']","['Setting', 'Helm', 'Chart', 'observability', 'stack', 'using', 'Prometheus', 'Grafana', 'Alert', 'Manager', 'send', 'notifications', 'Slack']","['Separating', 'metrics', 'logs', 'per', 'namespaces', 'using', 'Prometheus', 'federator']","['Deploying', 'web', 'app', 'managing', 'config', 'files', 'resources', 'deployed', 'cluster', 'using', 'Lens']","['Automatic', 'deployment', 'Spring', 'Boot', 'Angular', 'MySQL', 'app', 'AKS', 'using', 'GitHub', 'Pipeline', 'actions']","['Kubernetes', 'cluster', 'administration']",[],[],[],[],"['set', 'autom', 'infrastructur', 'googl', 'cloud', 'use', 'terraform', 'github', 'action', 'rancher', 'kubernet', 'engin']","['set', 'helm', 'chart', 'observ', 'stack', 'use', 'prometheu', 'grafana', 'alert', 'manag', 'send', 'notif', 'slack']","['separ', 'metric', 'log', 'per', 'namespac', 'use', 'prometheu', 'feder']","['deploy', 'web', 'app', 'manag', 'config', 'file', 'resourc', 'deploy', 'cluster', 'use', 'len']","['automat', 'deploy', 'spring', 'boot', 'angular', 'mysql', 'app', 'ak', 'use', 'github', 'pipelin', 'action']","['kubernet', 'cluster', 'administr']",[],[],[],[],"['Setting', 'automated', 'infrastructure', 'Google', 'Cloud', 'using', 'Terraform', 'GitHub', 'Actions', 'Rancher', 'Kubernetes', 'Engine']","['Setting', 'Helm', 'Chart', 'observability', 'stack', 'using', 'Prometheus', 'Grafana', 'Alert', 'Manager', 'send', 'notification', 'Slack']","['Separating', 'metric', 'log', 'per', 'namespaces', 'using', 'Prometheus', 'federator']","['Deploying', 'web', 'app', 'managing', 'config', 'file', 'resource', 'deployed', 'cluster', 'using', 'Lens']","['Automatic', 'deployment', 'Spring', 'Boot', 'Angular', 'MySQL', 'app', 'AKS', 'using', 'GitHub', 'Pipeline', 'action']","['Kubernetes', 'cluster', 'administration']",[],[],[],[],0
37,37,DevOps Consultant,Cloud ComputingScrumLinuxC#Jenkinsdocker,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3
38,38,Cloud Engineer,Big dataBusiness IntelligenceAmazon Web Services (AWS)Data MiningProject managementFinance,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3
39,39,Technical Consultant,DevOpsMicrosoft AzureAsp.Net CoreAngularSQLunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
40,40,VMware Engineer Hybrid Cloud,MySQLUMLPHPPythonPhpMyAdminHTML5,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
41,41,Internship ,React.jsNode.jsMongoDBExpress.jssystemdMicrosoft Azure,['Skills: Microsoft Azure · Jenkins · docker'],Skills: Microsoft Azure · Jenkins · docker,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Skills', 'Microsoft', 'Azure', 'Jenkins', 'docker']",[],[],[],[],[],[],[],[],[],"['Skills', 'Microsoft', 'Azure', 'Jenkins', 'docker']",[],[],[],[],[],[],[],[],[],"['skill', 'microsoft', 'azur', 'jenkin', 'docker']",[],[],[],[],[],[],[],[],[],"['Skills', 'Microsoft', 'Azure', 'Jenkins', 'docker']",[],[],[],[],[],[],[],[],[],0
42,42,Information Technology Instructor,Service-Oriented Architecture (SOA)System AdministrationMicrosoft AzureAutomationAnsibleInitiation Cloud,['Skills: Service-Oriented Architecture (SOA) · System Administration · Microsoft Azure · Automation · Cloud Computing'],Skills: Service-Oriented Architecture (SOA) · System Administration · Microsoft Azure · Automation · Cloud Computing,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Skills', 'Service', 'Oriented', 'Architecture', 'SOA', 'System', 'Administration', 'Microsoft', 'Azure', 'Automation', 'Cloud', 'Computing']",[],[],[],[],[],[],[],[],[],"['Skills', 'Service', 'Oriented', 'Architecture', 'SOA', 'System', 'Administration', 'Microsoft', 'Azure', 'Automation', 'Cloud', 'Computing']",[],[],[],[],[],[],[],[],[],"['skill', 'servic', 'orient', 'architectur', 'soa', 'system', 'administr', 'microsoft', 'azur', 'autom', 'cloud', 'comput']",[],[],[],[],[],[],[],[],[],"['Skills', 'Service', 'Oriented', 'Architecture', 'SOA', 'System', 'Administration', 'Microsoft', 'Azure', 'Automation', 'Cloud', 'Computing']",[],[],[],[],[],[],[],[],[],0
43,43,Summer Internship,Python (Programming Language)AngularJSAngular MaterialFlaskWorkbenchdocker,"['Design, development and implementation of a cyber threat analysis tool within CERT Axians.', 'This tool allows you to store, organize and visualize information about cyber threats.']","Design, development and implementation of a cyber threat analysis tool within CERT Axians.","This tool allows you to store, organize and visualize information about cyber threats.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Design', 'development', 'implementation', 'cyber', 'threat', 'analysis', 'tool', 'within', 'CERT', 'Axians']","['This', 'tool', 'allows', 'store', 'organize', 'visualize', 'information', 'cyber', 'threats']",[],[],[],[],[],[],[],[],"['Design', 'development', 'implementation', 'cyber', 'threat', 'analysis', 'tool', 'within', 'CERT', 'Axians']","['This', 'tool', 'allows', 'store', 'organize', 'visualize', 'information', 'cyber', 'threats']",[],[],[],[],[],[],[],[],"['design', 'develop', 'implement', 'cyber', 'threat', 'analysi', 'tool', 'within', 'cert', 'axian']","['thi', 'tool', 'allow', 'store', 'organ', 'visual', 'inform', 'cyber', 'threat']",[],[],[],[],[],[],[],[],"['Design', 'development', 'implementation', 'cyber', 'threat', 'analysis', 'tool', 'within', 'CERT', 'Axians']","['This', 'tool', 'allows', 'store', 'organize', 'visualize', 'information', 'cyber', 'threat']",[],[],[],[],[],[],[],[],0
44,44,DevOps and Cloud Computing intern,odoo12Python (programming language)ScrumJacocoMockitoContinuous Integration and Continuous Delivery (CI/CD),"['Setting up a Kubernet cluster production ready using Kubespray', 'Creation of nginx pods', 'Deployment of an Angular application to the cluster using DockerFile+DockerHub+ Kubernetes Dashboard', 'Cluster +Application monitoring via prophesying and Grafana']",Setting up a Kubernet cluster production ready using Kubespray,Creation of nginx pods,Deployment of an Angular application to the cluster using DockerFile+DockerHub+ Kubernetes Dashboard,Cluster +Application monitoring via prophesying and Grafana,unknown,unknown,unknown,unknown,unknown,unknown,"['Setting', 'Kubernet', 'cluster', 'production', 'ready', 'using', 'Kubespray']","['Creation', 'nginx', 'pods']","['Deployment', 'Angular', 'application', 'cluster', 'using', 'DockerFile', 'DockerHub', 'Kubernetes', 'Dashboard']","['Cluster', 'Application', 'monitoring', 'via', 'prophesying', 'Grafana']",[],[],[],[],[],[],"['Setting', 'Kubernet', 'cluster', 'production', 'ready', 'using', 'Kubespray']","['Creation', 'nginx', 'pods']","['Deployment', 'Angular', 'application', 'cluster', 'using', 'DockerFile', 'DockerHub', 'Kubernetes', 'Dashboard']","['Cluster', 'Application', 'monitoring', 'via', 'prophesying', 'Grafana']",[],[],[],[],[],[],"['set', 'kubernet', 'cluster', 'product', 'readi', 'use', 'kubespray']","['creation', 'nginx', 'pod']","['deploy', 'angular', 'applic', 'cluster', 'use', 'dockerfil', 'dockerhub', 'kubernet', 'dashboard']","['cluster', 'applic', 'monitor', 'via', 'prophesi', 'grafana']",[],[],[],[],[],[],"['Setting', 'Kubernet', 'cluster', 'production', 'ready', 'using', 'Kubespray']","['Creation', 'nginx', 'pod']","['Deployment', 'Angular', 'application', 'cluster', 'using', 'DockerFile', 'DockerHub', 'Kubernetes', 'Dashboard']","['Cluster', 'Application', 'monitoring', 'via', 'prophesying', 'Grafana']",[],[],[],[],[],[],3
45,45,Cloud platform engineer,Testing AutomationRobot FrameworkJenkinsTest CasesTest PlanningInternet Protocol Suite (TCP/IP),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3
47,47,DevOps engineer,Network administrationTeam spiritLinux System AdministrationCritical SpiritSense of organizationunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3
48,48,Microsoft Certified Trainer,JavaJava Enterprise EditionProject ManagementProduct ManagementPricing StrategySearch Engine Optimization (SEO),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
49,49,Cloud and Automation engineer ,Unified Modeling Language (UML)Unix AdministrationJava Web ServicesNetwork SecurityLinuxJava,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3
50,50,Junior Software Engineer,DevOpsCloud computingLinux System AdministrationVirtualizationNetwork SecurityDNS,['Developing an e-learning platform using spring boot and jhipster. the final project was deployed on docker.'],Developing an e-learning platform using spring boot and jhipster. the final project was deployed on docker.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Developing', 'e', 'learning', 'platform', 'using', 'spring', 'boot', 'jhipster', 'final', 'project', 'deployed', 'docker']",[],[],[],[],[],[],[],[],[],"['Developing', 'e', 'learning', 'platform', 'using', 'spring', 'boot', 'jhipster', 'final', 'project', 'deployed', 'docker']",[],[],[],[],[],[],[],[],[],"['develop', 'e', 'learn', 'platform', 'use', 'spring', 'boot', 'jhipster', 'final', 'project', 'deploy', 'docker']",[],[],[],[],[],[],[],[],[],"['Developing', 'e', 'learning', 'platform', 'using', 'spring', 'boot', 'jhipster', 'final', 'project', 'deployed', 'docker']",[],[],[],[],[],[],[],[],[],5
51,51,Cloud Data Engineer GCP,GoKubernetesDockerJavaAngularLinux,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3
53,53,Cloud & DevOps Engineer ,Microsoft OfficeManagementMicrosoft ExcelCustomer serviceLeadershipMicrosoft Word,"['Load test implementation for new features developed by the dev team before deployment on the production environment', 'Create Jenkins pipeline to automata test execution', 'Analyze load test results to verify if there is a bottleneck that needs improvement in the infrastructure on AWS', 'Create Test Environments on AWS Using Terraform & Packer as IaC (Infrastructure as Code) tool and Ansible as CM (Configuration Management) tool', 'Monitor production environment servers on AWS using CloudWatch service', 'Automatic several manual tasks using Jenkins pipelines', 'Automation and management test and production environment services on AWS']",Load test implementation for new features developed by the dev team before deployment on the production environment,Create Jenkins pipeline to automata test execution,Analyze load test results to verify if there is a bottleneck that needs improvement in the infrastructure on AWS,Create Test Environments on AWS Using Terraform & Packer as IaC (Infrastructure as Code) tool and Ansible as CM (Configuration Management) tool,Monitor production environment servers on AWS using CloudWatch service,Automatic several manual tasks using Jenkins pipelines,Automation and management test and production environment services on AWS,unknown,unknown,unknown,"['Load', 'test', 'implementation', 'new', 'features', 'developed', 'dev', 'team', 'deployment', 'production', 'environment']","['Create', 'Jenkins', 'pipeline', 'automata', 'test', 'execution']","['Analyze', 'load', 'test', 'results', 'verify', 'bottleneck', 'needs', 'improvement', 'infrastructure', 'AWS']","['Create', 'Test', 'Environments', 'AWS', 'Using', 'Terraform', 'Packer', 'IaC', 'Infrastructure', 'Code', 'tool', 'Ansible', 'CM', 'Configuration', 'Management', 'tool']","['Monitor', 'production', 'environment', 'servers', 'AWS', 'using', 'CloudWatch', 'service']","['Automatic', 'several', 'manual', 'tasks', 'using', 'Jenkins', 'pipelines']","['Automation', 'management', 'test', 'production', 'environment', 'services', 'AWS']",[],[],[],"['Load', 'test', 'implementation', 'new', 'features', 'developed', 'dev', 'team', 'deployment', 'production', 'environment']","['Create', 'Jenkins', 'pipeline', 'automata', 'test', 'execution']","['Analyze', 'load', 'test', 'results', 'verify', 'bottleneck', 'needs', 'improvement', 'infrastructure', 'AWS']","['Create', 'Test', 'Environments', 'AWS', 'Using', 'Terraform', 'Packer', 'IaC', 'Infrastructure', 'Code', 'tool', 'Ansible', 'CM', 'Configuration', 'Management', 'tool']","['Monitor', 'production', 'environment', 'servers', 'AWS', 'using', 'CloudWatch', 'service']","['Automatic', 'several', 'manual', 'tasks', 'using', 'Jenkins', 'pipelines']","['Automation', 'management', 'test', 'production', 'environment', 'services', 'AWS']",[],[],[],"['load', 'test', 'implement', 'new', 'featur', 'develop', 'dev', 'team', 'deploy', 'product', 'environ']","['creat', 'jenkin', 'pipelin', 'automata', 'test', 'execut']","['analyz', 'load', 'test', 'result', 'verifi', 'bottleneck', 'need', 'improv', 'infrastructur', 'aw']","['creat', 'test', 'environ', 'aw', 'use', 'terraform', 'packer', 'iac', 'infrastructur', 'code', 'tool', 'ansibl', 'cm', 'configur', 'manag', 'tool']","['monitor', 'product', 'environ', 'server', 'aw', 'use', 'cloudwatch', 'servic']","['automat', 'sever', 'manual', 'task', 'use', 'jenkin', 'pipelin']","['autom', 'manag', 'test', 'product', 'environ', 'servic', 'aw']",[],[],[],"['Load', 'test', 'implementation', 'new', 'feature', 'developed', 'dev', 'team', 'deployment', 'production', 'environment']","['Create', 'Jenkins', 'pipeline', 'automaton', 'test', 'execution']","['Analyze', 'load', 'test', 'result', 'verify', 'bottleneck', 'need', 'improvement', 'infrastructure', 'AWS']","['Create', 'Test', 'Environments', 'AWS', 'Using', 'Terraform', 'Packer', 'IaC', 'Infrastructure', 'Code', 'tool', 'Ansible', 'CM', 'Configuration', 'Management', 'tool']","['Monitor', 'production', 'environment', 'server', 'AWS', 'using', 'CloudWatch', 'service']","['Automatic', 'several', 'manual', 'task', 'using', 'Jenkins', 'pipeline']","['Automation', 'management', 'test', 'production', 'environment', 'service', 'AWS']",[],[],[],3
54,54,Cloud DevOps Engineer,DockerJenkinsAnsibleCloud ComputingJava Enterprise Edition.NET framework,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3
55,55,DevOps Engineer,Node.jsReact.jsMongoDBInfrastructureVagrantCassandra,"['In this internship i worked on the infrastructure ‘s automation using ansible and create a website for ticket reservation for cinemas in Tunisia using node.js, react.js and Mongolia']","In this internship i worked on the infrastructure ‘s automation using ansible and create a website for ticket reservation for cinemas in Tunisia using node.js, react.js and Mongolia",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['In', 'internship', 'worked', 'infrastructure', 'automation', 'using', 'ansible', 'create', 'website', 'ticket', 'reservation', 'cinemas', 'Tunisia', 'using', 'node', 'js', 'react', 'js', 'Mongolia']",[],[],[],[],[],[],[],[],[],"['In', 'internship', 'worked', 'infrastructure', 'automation', 'using', 'ansible', 'create', 'website', 'ticket', 'reservation', 'cinemas', 'Tunisia', 'using', 'node', 'js', 'react', 'js', 'Mongolia']",[],[],[],[],[],[],[],[],[],"['in', 'internship', 'work', 'infrastructur', 'autom', 'use', 'ansibl', 'creat', 'websit', 'ticket', 'reserv', 'cinema', 'tunisia', 'use', 'node', 'js', 'react', 'js', 'mongolia']",[],[],[],[],[],[],[],[],[],"['In', 'internship', 'worked', 'infrastructure', 'automation', 'using', 'ansible', 'create', 'website', 'ticket', 'reservation', 'cinema', 'Tunisia', 'using', 'node', 'j', 'react', 'j', 'Mongolia']",[],[],[],[],[],[],[],[],[],3
56,56,SysAdmin DevOps Engineer,Amazon Web Services (AWS)UnixMySQLPublic SpeakingC#Article,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3
57,57,DevOps & Cloud Engineer,MavenMicrosoft AzureGoogle Cloud Platform (GCP)Docker productsLinuxJavaFX,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3
58,58,Cloud & Support Engineer,Amazon Web ServicesLinuxGitREST APIMicrosoft AzureWindows Server,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3
59,59,DevOps Engineer and Cloud Architect,MySQLJavaLinuxSymfonyC++HTML5,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3
60,60,Cloud Operations Engineer,AnsibleOpenStackUnixVirtualizationCloud ComputingAutomation,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3
61,61,DevOps engineer,dockerKubernetesAnsibleTerraformJavaJavaScript,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],3
62,62,DevOps Engineer,Infrastructure as code (IaC)Amazon Web Services (AWS)CI/CDGitlabGoogle Cloud Platform (GCP)Google Kubernetes Engine (GKE),"['Modernisation of Kubernetes resources - Best Practices', 'Migration to a Highly Available and Secure GKE Cluster', 'Monitoring stack : Prometheus Operator, Prometheus, Alertmanager, Grafana, Thanos...', 'Security stack: Certmanager, Letsencrypt...', 'Networking stack: Pomerium, Kubernetes Gateway API...']",Modernisation of Kubernetes resources - Best Practices,Migration to a Highly Available and Secure GKE Cluster,"Monitoring stack : Prometheus Operator, Prometheus, Alertmanager, Grafana, Thanos...","Security stack: Certmanager, Letsencrypt...","Networking stack: Pomerium, Kubernetes Gateway API...",unknown,unknown,unknown,unknown,unknown,"['Modernisation', 'Kubernetes', 'resources', 'Best', 'Practices']","['Migration', 'Highly', 'Available', 'Secure', 'GKE', 'Cluster']","['Monitoring', 'stack', 'Prometheus', 'Operator', 'Prometheus', 'Alertmanager', 'Grafana', 'Thanos']","['Security', 'stack', 'Certmanager', 'Letsencrypt']","['Networking', 'stack', 'Pomerium', 'Kubernetes', 'Gateway', 'API']",[],[],[],[],[],"['Modernisation', 'Kubernetes', 'resources', 'Best', 'Practices']","['Migration', 'Highly', 'Available', 'Secure', 'GKE', 'Cluster']","['Monitoring', 'stack', 'Prometheus', 'Operator', 'Prometheus', 'Alertmanager', 'Grafana', 'Thanos']","['Security', 'stack', 'Certmanager', 'Letsencrypt']","['Networking', 'stack', 'Pomerium', 'Kubernetes', 'Gateway', 'API']",[],[],[],[],[],"['modernis', 'kubernet', 'resourc', 'best', 'practic']","['migrat', 'highli', 'avail', 'secur', 'gke', 'cluster']","['monitor', 'stack', 'prometheu', 'oper', 'prometheu', 'alertmanag', 'grafana', 'thano']","['secur', 'stack', 'certmanag', 'letsencrypt']","['network', 'stack', 'pomerium', 'kubernet', 'gateway', 'api']",[],[],[],[],[],"['Modernisation', 'Kubernetes', 'resource', 'Best', 'Practices']","['Migration', 'Highly', 'Available', 'Secure', 'GKE', 'Cluster']","['Monitoring', 'stack', 'Prometheus', 'Operator', 'Prometheus', 'Alertmanager', 'Grafana', 'Thanos']","['Security', 'stack', 'Certmanager', 'Letsencrypt']","['Networking', 'stack', 'Pomerium', 'Kubernetes', 'Gateway', 'API']",[],[],[],[],[],3
