,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
91,End of study project internship,"['Django REST Framework', 'Postman API', 'Web Services API', 'JSON Web Token (JWT)', 'Azure Kusto', 'Cloud Computing']","['Subject: Implementation of a decision-making solution for cost optimization on the cloud azure', '', 'Work Done:', '* Study of the existing, collection of needs of the workforce of the company.', '* Study of Azure Cloud APP concepts.', '* Identify the main functional and non-functional needs of my project', '* Identification of cost optimization axes on Microsoft Azure.', '* Configuration of the Azure active directory.', '* Collection of azure resources related to optimization axes.', '* Search for (mathematical) optimization formulas.', '* Visualization of inventories of resources collected on the web interface.', '* Application of optimization formulas on the web interface.', '*Added recommendations.', '* Generalization of several subscriptions.', '* Testing and improvement of the proposed solution.', '* PROD implementation of the solution at VERMEG.', '', 'TECHNOLOGY: Microsoft Azure, Azure APIs, HTML, CSS, Bootstrap, Django Framework,Python, Bash,PowerShell, Json Template, Virtual Machine.']",Subject: Implementation of a decision-making solution for cost optimization on the cloud azure,,Work Done:,"* Study of the existing, collection of needs of the workforce of the company.",* Study of Azure Cloud APP concepts.,* Identify the main functional and non-functional needs of my project,* Identification of cost optimization axes on Microsoft Azure.,* Configuration of the Azure active directory.,* Collection of azure resources related to optimization axes.,* Search for (mathematical) optimization formulas.
92,DevOps Engineer,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['-Create and configure Developments Kubernetes infrastructures based on MiniKube and nginx controller.', '-Create and configure Azure Kubernetes services (AKS) ', '-Automate deploying projects in Kubernetes infrastructure using pipelines ', '-Configure and manage servers ( Nginx, Php, Php-Fpm, Varnish.....) ', '-Monitor production waiters ', '-Performance testing ', '-Manage Backups of development and production servers ', '-Setup and maintaining users account and users Access on different development platform', 'Technologies used : Azure, Kubernetes, Docker, Ansible, Bamboo, Bitbucket, Grafana, JMeter, Zabbix,Microsoft activedirectory, Bash scripting']",-Create and configure Developments Kubernetes infrastructures based on MiniKube and nginx controller.,-Create and configure Azure Kubernetes services (AKS) ,-Automate deploying projects in Kubernetes infrastructure using pipelines ,"-Configure and manage servers ( Nginx, Php, Php-Fpm, Varnish.....) ",-Monitor production waiters ,-Performance testing ,-Manage Backups of development and production servers ,-Setup and maintaining users account and users Access on different development platform,"Technologies used : Azure, Kubernetes, Docker, Ansible, Bamboo, Bitbucket, Grafana, JMeter, Zabbix,Microsoft activedirectory, Bash scripting",
94,Cloud operations engineer,"['Kubernetes', 'Docker', 'Terraform', 'Scrum', 'Virtualization', 'Ansible']",['unknown'],unknown,,,,,,,,,
95,DevOps-AWS Engineer,"['Microsoft Excel', 'Linux', 'Red Hat Linux', 'Amazon Web Services', 'Python', 'Visual Studio']",['unknown'],unknown,,,,,,,,,
96,Devops engineer ,"['ASP.NET', 'Azure SQL', 'ACR', 'docker', 'Gitlab', 'Kubernetes']","['Development and automation project', '• Development an e-learning application.', '• Containerize the application.', '• Deploy application and DB to Azure.', '• Automate CI/CD tasks with Jenkins and Azure Pipelines.', '• Automatic configuration with ansible.', '• Tech :.Net, GitLab, Docke, Azure, Ansible, and Kubernetes.']",Development and automation project,• Development an e-learning application.,• Containerize the application.,• Deploy application and DB to Azure.,• Automate CI/CD tasks with Jenkins and Azure Pipelines.,• Automatic configuration with ansible.,"• Tech :.Net, GitLab, Docke, Azure, Ansible, and Kubernetes.",,,
97,DevOps Consultant,"['Grafana', 'Prometheus.io', 'Docker Products', 'Kubernetes', 'Jenkins', 'Linux']",['unknown'],unknown,,,,,,,,,
99,Cloud Engineer,"['Cloud Computing', 'Software Development', 'Astrophysics', 'Qt', 'Symfony Framework', 'Amazon Web Services (AWS)']",['unknown'],unknown,,,,,,,,,
100,DevOps Engineer,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,,,,,,,,,
101,Project trainee,"['PHP Frameworks', 'Symfony Framework', 'Java', 'System administration', 'Unix', 'Docker products']",['unknown'],unknown,,,,,,,,,
103,Engineer's course,"['Front-end development', 'Software development', 'Development of web applications', 'Oracle Database', 'Continuous Integration and Continuous Delivery (CI/CD)', 'Linux']",['Development and deployment of a web application'],Development and deployment of a web application,,,,,,,,,
104,Summer Internship,"['Node.js', 'MongoDB', 'View.js', 'Git', 'Symfony', 'PHP']",['Skills : Node.js · MongoDB · View.js'],Skills : Node.js · MongoDB · View.js,,,,,,,,,
105,Cloud computing Student,"['Linux Server', 'Linux System Administration', 'IT Hardware Support', 'Network Troubleshooting', 'Technical support', 'SQL']",['Skills: Linux Server · Linux System Administration · IT Hardware Support · Network Troubleshooting'],Skills: Linux Server · Linux System Administration · IT Hardware Support · Network Troubleshooting,,,,,,,,,
107,Internship - PFE,"['Oracle Database', 'C++', 'Linux', 'Network administration', 'Web development', 'Network security']",['unknown'],unknown,,,,,,,,,
108,ArcTic Option Manager (IT Architecture and Cloud Computing),"['Linux', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,,,,,,,,,
109,Cloud engineering Intern,"['Cloud Computing', 'DevOps', 'System Administration', 'Network Administration', 'Data Center Infrastructure', 'Storage Solutions']","['Preparation of a DevOps deployment environment using Openstack,Openshift and Ansible']","Preparation of a DevOps deployment environment using Openstack,Openshift and Ansible",,,,,,,,,
112,VMware Engineer Hybrid Cloud,"['MySQL', 'UML', 'PHP', 'Python', 'PhpMyAdmin', 'HTML5']",['unknown'],unknown,,,,,,,,,
114,Student Intern,"['Linux System Administration', 'Object-Oriented Programming (OOP)', 'Databases', 'OpenStack', 'Unified Modeling Language (UML)', 'Java']",['Digitalization in Supply Chain department distribution.'],Digitalization in Supply Chain department distribution.,,,,,,,,,
115,Full Stack Developer,"['Git', 'PHP', 'HTML5', 'C#', 'Java', 'MySQL']",['Development of some features of CRM Client Relationship Management (Customer Relationship Management) software'],Development of some features of CRM Client Relationship Management (Customer Relationship Management) software,,,,,,,,,
116,Computer student,"['Linux', 'Unix', 'Java', 'SQL', 'Python (programming language)', 'Symfony Framework']",['unknown'],unknown,,,,,,,,,
117,Cloud & Dev/Ops Developer ,"['Gitlab', 'Kubernetes', 'Terraform', 'Amazon Web Services (AWS)', 'Scrum', 'Cloud Computing']","['Keywords', '- Cloud : AWS, Azure', '- Kubernetes (EKS, AKS)', '- Docker.', '- Istio', '- Terraform', '- GitOps: ArgoCD, Gitlab CI, ', '- Monitoring: Loki, Grafana, Prometheus, Kibana, ElasticSearch, Fluentd, Cloudwatch', '- Storage Adminstration: Rook Ceph, FSX, Longhorn, EBS,S3', '- Database Adminstration :PostgreSql,DynamoDb', '- Scripting (Bash,Shell)', '- System Adminstration (ubunto)', '- Microservices']",Keywords,"- Cloud : AWS, Azure","- Kubernetes (EKS, AKS)",- Docker.,- Istio,- Terraform,"- GitOps: ArgoCD, Gitlab CI, ","- Monitoring: Loki, Grafana, Prometheus, Kibana, ElasticSearch, Fluentd, Cloudwatch","- Storage Adminstration: Rook Ceph, FSX, Longhorn, EBS,S3","- Database Adminstration :PostgreSql,DynamoDb"
118,SysAdmin DevOps Engineer,"['Amazon Web Services (AWS)', 'Unix', 'MySQL', 'Public Speaking', 'C#', 'Article']",['unknown'],unknown,,,,,,,,,
119,Project trainee,"['Ubuntu', 'WAMP', 'XAMPP', 'Adobe Premiere Pro', 'VMware', 'Oracle SQL Developer']",['Development of a web application for ITSS human resources.'],Development of a web application for ITSS human resources.,,,,,,,,,
120,Cybersecurity and cloud DevSecOps engineer ,"['Cloud Computing', 'Cybersecurity', 'DevOps', 'Elastic Stack (ELK)', 'Kibana', 'Windows Server']","['‐ Administration of SFM IT tools', '‐ Administrator Systems and Networks ', '- Implementation of security architectures (security software installation and manipulation)', '- Cloud manager', '- Penetration tests', '- Vulnerability analysis of web applications', '- Continuous Integration (DevOps)', ""‐ Internal audit of SFM's IS"", '‐ Implementation of the safety of the SFM IS', '‐ Participation in the development of the strategic plan for the digital development of SFM']",‐ Administration of SFM IT tools,‐ Administrator Systems and Networks ,- Implementation of security architectures (security software installation and manipulation),- Cloud manager,- Penetration tests,- Vulnerability analysis of web applications,- Continuous Integration (DevOps),‐ Internal audit of SFM's IS,‐ Implementation of the safety of the SFM IS,‐ Participation in the development of the strategic plan for the digital development of SFM
121,System Administrator,"['Administration of the DNS', 'Mail server', 'Nagios', 'LDAP Administration', 'OpenStack', 'Netkit']",['Skills : DNS administration · Mail server · Nagios · Netkit'],Skills : DNS administration · Mail server · Nagios · Netkit,,,,,,,,,
122,DevSecOps Engineer,"['Nexus', 'Jenkins', 'Azure SQL', 'Azure Active Directory', 'Powershell scripting', 'Cloud security']",['unknown'],unknown,,,,,,,,,
123,Full-stack Web-Developer,"['HTML5', 'PHP', 'AngularJS', 'Java', 'Postman API', 'css']",['unknown'],unknown,,,,,,,,,
124,Software Engineer,"['Microsoft Word', 'SolidWorks', 'Web Design', 'Database Design', 'Graphic Design', 'Adobe Illustrator']",['unknown'],unknown,,,,,,,,,
125,Internship at the end of studies,"['C#', 'Computer networks', 'Network architecture', 'Cisco Networking', 'Routing', 'Kali Linux']","['Setting up a SIEM (Honeypot, Thehie,Cortex,Misp)']","Setting up a SIEM (Honeypot, Thehie,Cortex,Misp)",,,,,,,,,
126,Devops Engineer,"['React.js', 'Bitbucket', 'Node.js', 'Sonarqube', 'Jenkins', 'Docker products']",['Skills : Docker Products · Amazon Web Services · Git · Pipelines'],Skills : Docker Products · Amazon Web Services · Git · Pipelines,,,,,,,,,
129,Student trainee,"['Linux System Administration', 'Unified Modeling Language (UML)', 'MySQL', 'JavaFX', 'PL/SQL', 'Scrum']",['unknown'],unknown,,,,,,,,,
130,Cloud engineer,"['English', 'DevOps', 'Microsoft Azure', 'Grafana', 'Jenkins', 'Unix Administration']",['Skills : English · DevOps · Microsoft Azure · Grafana · Jenkins · Unix Administration'],Skills : English · DevOps · Microsoft Azure · Grafana · Jenkins · Unix Administration,,,,,,,,,
131,Intern in Web Development,"['Docker', 'MySQL', 'Maven', 'Linux System Administration', 'Spring Boot', 'Symfony Framework']",['Skills : Maven · Spring Boot'],Skills : Maven · Spring Boot,,,,,,,,,
132,Student trainee,"['Ruby on Rails', 'Symfony Framework', 'Adobe Premiere Pro', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,,,,,,,,,
134,Mobile Developer internship,"['Google Kubernetes Engine (GKE)', 'Amazon Web Services', 'Flutter', 'Angular', 'Spring Boot', 'Express.js']",['Summer internship: development of a mobile app (front + back) in gark for customer service management.'],Summer internship: development of a mobile app (front + back) in gark for customer service management.,,,,,,,,,
135,Cloud Computing Student,"['Volunteering', 'Oracle SQL Developer', 'Adobe Photoshop', 'PhpMyAdmin', 'Project Management', 'Strategy']",['unknown'],unknown,,,,,,,,,
137,Cloud engineer,"['google G suite', 'Symfony Framework', 'GitHub', 'HTML', 'Bootstrap', 'JavaScript']","['*Contributes to the updating of a private cloud provisioning, management and billing platform.', '*Operation of the various cloud infrastructures as well as maintenance and monitoring of the server machines deployed in production.']","*Contributes to the updating of a private cloud provisioning, management and billing platform.",*Operation of the various cloud infrastructures as well as maintenance and monitoring of the server machines deployed in production.,,,,,,,,
138,Internship network,"['PHP', 'css', 'C++', 'JavaScript', 'Unix', 'Engineering']",['unknown'],unknown,,,,,,,,,
139,Information Technology Instructor,"['Service-Oriented Architecture (SOA)', 'System Administration', 'Microsoft Azure', 'Automation', 'Ansible', 'Initiation Cloud']",['Skills : Service-Oriented Architecture (SOA) · System Administration · Microsoft Azure · Automation · Cloud Computing'],Skills : Service-Oriented Architecture (SOA) · System Administration · Microsoft Azure · Automation · Cloud Computing,,,,,,,,,
140,Cloud Intern / DevOps,"['CentOS', 'Ubuntu', 'OpenStack', 'docker', 'Kubernetes', 'Azure Kubernetes Service (AKS)']",['unknown'],unknown,,,,,,,,,
141,Cloud Engineer & DevOps,"['Microsoft Azure', 'Linux', 'Helm', 'Azure Kubernetes Service (AKS)', 'Azure DevOps', 'Git']","['Project:', '- Talenteo is a native SIRH Cloud solution that covers all HRD management processes: recruitment, training, careers, missions, editing and sending CVs, co-ops, monitoring and evaluation of consultants. The platform is developed with Angular side Front-End and Spring Boot side Back-End.', '', 'Objective:', '- Automation of CI/CD channels to deploy a native SIRH Cloud solution called ""Talenteo"" on a cluster Kubernetes managed by Microsoft Azure (AKS) using Azure DevOps.', '', 'Tasks completed:', '* Configure a pipeline to supply an Azure infrastructure using Terraform (AKS, Blob Storage, Azure Container Registry, Vnet and Subnets).', '* Three namespaces were set up on AKS (Dev, Int, Prod).', '* Deploy PostgreSQL in Statefulset on AKS using Helm and configure the schemas and users of the database.', '* Dockerize the Back-End side micro-services (Spring Boot) with Jib and use a dockerfile to containerize the Front-End part (Angular 9).', '* Template Kubernetes objects to deploy using Helm (Ingress, Deployments, Services, Secrets, TLS certificate).', '* Implement the automated CI/CD chain for each microservice (from GitLab --> Azure DevOps pipelines Build --> Azure DevOps pipelines Release --> AKS).', '* Ensure proper cost management on Azure (Kubecost).', '* Create Pull Requests for major changes made to existing files in GitLab rest (git).', '', 'Technical stack:', '- Ubuntu 20.04 LTS (Focal Fossa), Terraform (v0.12), Azure Cli, Kubernetes (v1.19.11), K9s, Helm (v3), Docker, Jib, Azure Portal, Azure DevOps, Azure Artifacts, maven, SonarQube, JaCoCo, Intellij IDE, VS Code, git, GitLab, AKS, Slack, Jira.']",Project:,"- Talenteo is a native SIRH Cloud solution that covers all HRD management processes: recruitment, training, careers, missions, editing and sending CVs, co-ops, monitoring and evaluation of consultants. The platform is developed with Angular side Front-End and Spring Boot side Back-End.",,Objective:,"- Automation of CI/CD channels to deploy a native SIRH Cloud solution called ""Talenteo"" on a cluster Kubernetes managed by Microsoft Azure (AKS) using Azure DevOps.",,Tasks completed:,"* Configure a pipeline to supply an Azure infrastructure using Terraform (AKS, Blob Storage, Azure Container Registry, Vnet and Subnets).","* Three namespaces were set up on AKS (Dev, Int, Prod).",* Deploy PostgreSQL in Statefulset on AKS using Helm and configure the schemas and users of the database.
